66,https://www.cfl.ca/games/2333/edmonton-eskimos-vs-winnipeg-blue-bombers/
67,https://www.cfl.ca/games/2334/calgary-stampeders-vs-hamilton-tiger-cats/
68,https://www.cfl.ca/games/2335/ottawa-redblacks-vs-bc-lions/
69,https://www.cfl.ca/games/2336/toronto-argonauts-vs-montreal-alouettes/
70,https://www.cfl.ca/games/2337/saskatchewan-roughriders-vs-ottawa-redblacks/
71,https://www.cfl.ca/games/2338/bc-lions-vs-winnipeg-blue-bombers/
72,https://www.cfl.ca/games/2339/edmonton-eskimos-vs-montreal-alouettes/
73,https://www.cfl.ca/games/2340/calgary-stampeders-vs-toronto-argonauts/
74,https://www.cfl.ca/games/2341/ottawa-redblacks-vs-hamilton-tiger-cats/
75,https://www.cfl.ca/games/2342/winnipeg-blue-bombers-vs-bc-lions/
76,https://www.cfl.ca/games/2343/saskatchewan-roughriders-vs-toronto-argonauts/
77,https://www.cfl.ca/games/2344/montreal-alouettes-vs-calgary-stampeders/
78,https://www.cfl.ca/games/2345/hamilton-tiger-cats-vs-ottawa-redblacks/
79,https://www.cfl.ca/games/2346/toronto-argonauts-vs-calgary-stampeders/
80,https://www.cfl.ca/games/2347/montreal-alouettes-vs-saskatchewan-roughriders/
81,https://www.cfl.ca/games/2348/edmonton-eskimos-vs-bc-lions/
82,https://www.cfl.ca/games/2349/edmonton-eskimos-vs-hamilton-tiger-cats/
83,https://www.cfl.ca/games/2350/ottawa-redblacks-vs-winnipeg-blue-bombers/
84,https://www.cfl.ca/games/2351/bc-lions-vs-saskatchewan-roughriders/
85,https://www.cfl.ca/games/2352/calgary-stampeders-vs-montreal-alouettes/
86,https://www.cfl.ca/games/2353/winnipeg-blue-bombers-vs-ottawa-redblacks/
87,https://www.cfl.ca/games/2354/montreal-alouettes-vs-hamilton-tiger-cats/
88,https://www.cfl.ca/games/2355/toronto-argonauts-vs-edmonton-eskimos/
89,https://www.cfl.ca/games/2356/saskatchewan-roughriders-vs-bc-lions/
90,https://www.cfl.ca/games/2357/edmonton-eskimos-vs-hamilton-tiger-cats/
91,https://www.cfl.ca/games/2358/winnipeg-blue-bombers-vs-bc-lions/
92,https://www.cfl.ca/games/2359/edmonton-eskimos-vs-ottawa-redblacks/
93,https://www.cfl.ca/games/2360/bc-lions-vs-calgary-stampeders/
94,https://www.cfl.ca/games/2361/calgary-stampeders-vs-ottawa-redblacks/
